ARABIC Calender,Date,USD rate,Location,type,Price(retail),MIN,MAX
12/9/1443,4/13/2022,86.19,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,ঝিনাইদহ সদর,পেঁয়াজ (নতুন),23.00-25.00,23,25
12/9/1443,4/13/2022,86.19,দিনাজপুর সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
12/9/1443,4/13/2022,86.19,নাটোর সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
12/9/1443,4/13/2022,86.19,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
12/9/1443,4/13/2022,86.19,পাবনা সদর,পেঁয়াজ (নতুন),20.00-25.00,20,25
12/9/1443,4/13/2022,86.19,রাজশাহী সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
12/9/1443,4/13/2022,86.19,পিরোজপুর সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
12/9/1443,4/13/2022,86.19,বান্দরবান সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
12/9/1443,4/13/2022,86.19,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),20.00-24.00,20,24
12/9/1443,4/13/2022,86.19,কক্সবাজার সদর,পেঁয়াজ (নতুন),28.00-32.00,28,32
12/9/1443,4/13/2022,86.19,নোয়াখালি সদর,পেঁয়াজ (নতুন),20.00-35.00,20,35
12/9/1443,4/13/2022,86.19,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
12/9/1443,4/13/2022,86.19,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
12/9/1443,4/13/2022,86.19,টাংগাইল সদর বাজার,পেঁয়াজ (নতুন),25.00-26.00,25,26
12/9/1443,4/13/2022,86.19,ঢাকা সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
12/9/1443,4/13/2022,86.19,গাজীপুর সদর,পেঁয়াজ - দেশী,20.00-22.00,20,22
12/9/1443,4/13/2022,86.19,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,30.00-34.00,30,34
12/9/1443,4/13/2022,86.19,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
12/9/1443,4/13/2022,86.19,নেত্রকোনা সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
12/9/1443,4/13/2022,86.19,ফরিদপুর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,রাজবাড়ী সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
12/9/1443,4/13/2022,86.19,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,বাগেরহাট সদর,পেঁয়াজ - দেশী,23.00-25.00,23,25
12/9/1443,4/13/2022,86.19,যশোর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,মাগুরা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,নড়াইল সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,বগুড়া সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
12/9/1443,4/13/2022,86.19,গাইবান্ধা সদর,পেঁয়াজ - দেশী,20.00-25.00,20,25
12/9/1443,4/13/2022,86.19,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
12/9/1443,4/13/2022,86.19,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,লালমনিরহাট সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
12/9/1443,4/13/2022,86.19,নওগাঁ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,নীলফামারী সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
12/9/1443,4/13/2022,86.19,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,24.00-25.00,24,25
12/9/1443,4/13/2022,86.19,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,বরিশাল সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,ভোলা সদর,পেঁয়াজ - দেশী,20.00-2৯.00,20,2৯.00
12/9/1443,4/13/2022,86.19,ঝালকাঠি সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,পটুয়াখালি সদর,পেঁয়াজ - দেশী,23.00-30.00,23,30
12/9/1443,4/13/2022,86.19,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,23.00-25.00,23,25
12/9/1443,4/13/2022,86.19,চাঁদপুর সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
12/9/1443,4/13/2022,86.19,কুমিল্লা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,ফেনী সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
12/9/1443,4/13/2022,86.19,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,20.00-22.00,20,22
12/9/1443,4/13/2022,86.19,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
12/9/1443,4/13/2022,86.19,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,25.00-26.00,25,26
12/9/1443,4/13/2022,86.19,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,সিলেট সদর,পেঁয়াজ - দেশী,20.00-24.00,20,24
12/9/1443,4/13/2022,86.19,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-33.00,30,33
12/9/1443,4/13/2022,86.19,খুলনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
12/9/1443,4/13/2022,86.19,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
12/9/1443,4/13/2022,86.19,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
12/9/1443,4/13/2022,86.19,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,শেরপুর সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,নরসিংদী সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,জামালপুর সদর,পেঁয়াজ (নতুন),25.00-35.00,25,35
5/9/1443,4/6/2022,86.21,কিশোরগঞ্জ সদর,পেঁয়াজ (নতুন),18.00-20.00,18,20
5/9/1443,4/6/2022,86.21,মাদারিপুর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
5/9/1443,4/6/2022,86.21,শরিয়তপুর সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
5/9/1443,4/6/2022,86.21,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,ঝিনাইদহ সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
5/9/1443,4/6/2022,86.21,দিনাজপুর সদর,পেঁয়াজ (নতুন),25.00-26.00,25,26
5/9/1443,4/6/2022,86.21,নাটোর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,পাবনা সদর,পেঁয়াজ (নতুন),20.00-25.00,20,25
5/9/1443,4/6/2022,86.21,রাজশাহী সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,ঝালকাঠি সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,বান্দরবান সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
5/9/1443,4/6/2022,86.21,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,কক্সবাজার সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,খাগড়াছড়ি সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
5/9/1443,4/6/2022,86.21,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),20.00-30.00,20,30
5/9/1443,4/6/2022,86.21,মৌলভিবাজার সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
5/9/1443,4/6/2022,86.21,সুনামগঞ্জ সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,ঢাকা সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,গাজীপুর সদর,পেঁয়াজ - দেশী,22.00-25.00,22,25
5/9/1443,4/6/2022,86.21,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38
5/9/1443,4/6/2022,86.21,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,নেত্রকোনা সদর,পেঁয়াজ - দেশী,25.00-27.00,25,27
5/9/1443,4/6/2022,86.21,ফরিদপুর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,রাজবাড়ী সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
5/9/1443,4/6/2022,86.21,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,বাগেরহাট সদর,পেঁয়াজ - দেশী,24.00-28.00,24,28
5/9/1443,4/6/2022,86.21,যশোর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,মাগুরা সদর,পেঁয়াজ - দেশী,20.00-25.00,20,25
5/9/1443,4/6/2022,86.21,নড়াইল সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,বগুড়া সদর,পেঁয়াজ - দেশী,32.00-35.00,32,35
5/9/1443,4/6/2022,86.21,গাইবান্ধা সদর,পেঁয়াজ - দেশী,24.00-28.00,24,28
5/9/1443,4/6/2022,86.21,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
5/9/1443,4/6/2022,86.21,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,লালমনিরহাট সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,নওগাঁ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,নীলফামারী সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
5/9/1443,4/6/2022,86.21,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,সিরাজগঞ্জ সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,বরিশাল সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,ভোলা সদর,পেঁয়াজ - দেশী,27.00-2৯.00,27,2৯.00
5/9/1443,4/6/2022,86.21,পটুয়াখালি সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,পিরোজপুর সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
5/9/1443,4/6/2022,86.21,চট্টগ্রাম সদর,পেঁয়াজ - দেশী,23.00-25.00,23,25
5/9/1443,4/6/2022,86.21,কুমিল্লা সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,ফেনী সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,নোয়াখালি সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
5/9/1443,4/6/2022,86.21,রাঙ্গামাটি সদর,পেঁয়াজ - দেশী,26.00-30.00,26,30
5/9/1443,4/6/2022,86.21,সিলেট সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,টাংগাইল সদর বাজার,পেঁয়াজ - দেশী,26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
5/9/1443,4/6/2022,86.21,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
5/9/1443,4/6/2022,86.21,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
5/9/1443,4/6/2022,86.21,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,26.00-30.00,26,30
5/9/1443,4/6/2022,86.21,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,22.00-24.00,22,24
5/9/1443,4/6/2022,86.21,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
5/9/1443,4/6/2022,86.21,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,33.00-36.00,33,36
5/9/1443,4/6/2022,86.21,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
5/9/1443,4/6/2022,86.21,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
5/9/1443,4/6/2022,86.21,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,23.00-24.00,23,24
5/9/1443,4/6/2022,86.21,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,27.00-28.00,27,28
5/9/1443,4/6/2022,86.21,খুলনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-40.00,30,40
5/9/1443,4/6/2022,86.21,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,সাতক্ষিরা সদর,পেঁয়াজ - আমদানিকৃত,24.00-26.00,24,26
5/9/1443,4/6/2022,86.21,বগুড়া সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30
5/9/1443,4/6/2022,86.21,গাইবান্ধা সদর,পেঁয়াজ - আমদানিকৃত,24.00-26.00,24,26
5/9/1443,4/6/2022,86.21,জয়পুরহাট সদর,পেঁয়াজ - আমদানিকৃত,30.00-35.00,30,35
5/9/1443,4/6/2022,86.21,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,24.00-28.00,24,28
5/9/1443,4/6/2022,86.21,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
5/9/1443,4/6/2022,86.21,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
5/9/1443,4/6/2022,86.21,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
5/9/1443,4/6/2022,86.21,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,বরিশাল সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
5/9/1443,4/6/2022,86.21,ভোলা সদর,পেঁয়াজ - আমদানিকৃত,25.00-32.00,25,32
5/9/1443,4/6/2022,86.21,ঝালকাঠি সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
5/9/1443,4/6/2022,86.21,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - আমদানিকৃত,26.00-28.00,26,28
5/9/1443,4/6/2022,86.21,চাঁদপুর সদর,পেঁয়াজ - আমদানিকৃত,33.00-35.00,33,35
5/9/1443,4/6/2022,86.21,চট্টগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,28.00-32.00,28,32
5/9/1443,4/6/2022,86.21,কুমিল্লা সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
5/9/1443,4/6/2022,86.21,ফেনী সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
5/9/1443,4/6/2022,86.21,রাঙ্গামাটি সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
5/9/1443,4/6/2022,86.21,হবিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,15.00-20.00,15,20
5/9/1443,4/6/2022,86.21,সুনামগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,20.00-22.00,20,22
5/9/1443,4/6/2022,86.21,সিলেট সদর,পেঁয়াজ - আমদানিকৃত,2৯.00-30.00,2৯.00,30
5/9/1443,4/6/2022,86.21,টাংগাইল সদর বাজার,পেঁয়াজ - আমদানিকৃত,24.00-26.00,24,26
27/8/1443,3/30/2022,86.22,শেরপুর সদর,পেঁয়াজ (নতুন),26.00-28.00,26,28
27/8/1443,3/30/2022,86.22,নরসিংদী সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,জামালপুর সদর,পেঁয়াজ (নতুন),25.00-35.00,25,35
27/8/1443,3/30/2022,86.22,কিশোরগঞ্জ সদর,পেঁয়াজ (নতুন),24.00-26.00,24,26
27/8/1443,3/30/2022,86.22,মাদারিপুর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,শরিয়তপুর সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,চুয়াডাঙ্গা সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,ঝিনাইদহ সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,দিনাজপুর সদর,পেঁয়াজ (নতুন),25.00-28.00,25,28
27/8/1443,3/30/2022,86.22,নাটোর সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,নবাবগঞ্জ সদর,পেঁয়াজ (নতুন),25.00-32.00,25,32
27/8/1443,3/30/2022,86.22,পাবনা সদর,পেঁয়াজ (নতুন),22.00-28.00,22,28
27/8/1443,3/30/2022,86.22,রাজশাহী সদর,পেঁয়াজ (নতুন),30.00-34.00,30,34
27/8/1443,3/30/2022,86.22,ভোলা সদর,পেঁয়াজ (নতুন),33.00-35.00,33,35
27/8/1443,3/30/2022,86.22,পিরোজপুর সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,বান্দরবান সদর,পেঁয়াজ (নতুন),30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,চট্টগ্রাম সদর,পেঁয়াজ (নতুন),28.00-35.00,28,35
27/8/1443,3/30/2022,86.22,কক্সবাজার সদর,পেঁয়াজ (নতুন),32.00-34.00,32,34
27/8/1443,3/30/2022,86.22,নোয়াখালি সদর,পেঁয়াজ (নতুন),20.00-35.00,20,35
27/8/1443,3/30/2022,86.22,রাঙ্গামাটি সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,হবিগঞ্জ সদর,পেঁয়াজ (নতুন),30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,সিলেট সদর,পেঁয়াজ (নতুন),28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,ঢাকা সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
27/8/1443,3/30/2022,86.22,গাজীপুর সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,ময়মনসিংহ সদর,পেঁয়াজ - দেশী,36.00-38.00,36,38
27/8/1443,3/30/2022,86.22,মানিকগঞ্জ সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,নেত্রকোনা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,ফরিদপুর সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
27/8/1443,3/30/2022,86.22,রাজবাড়ী সদর,পেঁয়াজ - দেশী,28.00-32.00,28,32
27/8/1443,3/30/2022,86.22,গোপালগঞ্জ সদর,পেঁয়াজ - দেশী,32.00-34.00,32,34
27/8/1443,3/30/2022,86.22,নারায়ণগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-35.00,25,35
27/8/1443,3/30/2022,86.22,বাগেরহাট সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,যশোর সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,কুষ্টিয়া সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,মাগুরা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,নড়াইল সদর,পেঁয়াজ - দেশী,33.00-35.00,33,35
27/8/1443,3/30/2022,86.22,সাতক্ষিরা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,বগুড়া সদর,পেঁয়াজ - দেশী,34.00-36.00,34,36
27/8/1443,3/30/2022,86.22,গাইবান্ধা সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,জয়পুরহাট সদর,পেঁয়াজ - দেশী,35.00-40.00,35,40
27/8/1443,3/30/2022,86.22,কুড়িগ্রাম সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
27/8/1443,3/30/2022,86.22,লালমনিরহাট সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,নওগাঁ সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,নীলফামারী সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,পঞ্চগ্রাম সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
27/8/1443,3/30/2022,86.22,বরগুনা সদর,পেঁয়াজ - দেশী,34.00-35.00,34,35
27/8/1443,3/30/2022,86.22,বরিশাল সদর,পেঁয়াজ - দেশী,30.00-34.00,30,34
27/8/1443,3/30/2022,86.22,ঝালকাঠি সদর,পেঁয়াজ - দেশী,32.00-34.00,32,34
27/8/1443,3/30/2022,86.22,পটুয়াখালি সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,ব্রাহ্মণবাড়িয়া সদর,পেঁয়াজ - দেশী,25.00-28.00,25,28
27/8/1443,3/30/2022,86.22,চাঁদপুর সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,কুমিল্লা সদর,পেঁয়াজ - দেশী,30.00-35.00,30,35
27/8/1443,3/30/2022,86.22,ফেনী সদর,পেঁয়াজ - দেশী,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,খাগড়াছড়ি সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,লক্ষ্মীপুর সদর,পেঁয়াজ - দেশী,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,মৌলভিবাজার সদর,পেঁয়াজ - দেশী,32.00-33.00,32,33
27/8/1443,3/30/2022,86.22,সুনামগঞ্জ সদর,পেঁয়াজ - দেশী,25.00-30.00,25,30
27/8/1443,3/30/2022,86.22,ঢাকা সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
27/8/1443,3/30/2022,86.22,গাজীপুর সদর,পেঁয়াজ - আমদানিকৃত,25.00-26.00,25,26
27/8/1443,3/30/2022,86.22,শেরপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
27/8/1443,3/30/2022,86.22,ময়মনসিংহ সদর,পেঁয়াজ - আমদানিকৃত,26.00-30.00,26,30
27/8/1443,3/30/2022,86.22,নরসিংদী সদর,পেঁয়াজ - আমদানিকৃত,25.00-27.00,25,27
27/8/1443,3/30/2022,86.22,মানিকগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,24.00-26.00,24,26
27/8/1443,3/30/2022,86.22,মুনশিগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,36.00-38.00,36,38
27/8/1443,3/30/2022,86.22,জামালপুর সদর,পেঁয়াজ - আমদানিকৃত,20.00-25.00,20,25
27/8/1443,3/30/2022,86.22,নেত্রকোনা সদর,পেঁয়াজ - আমদানিকৃত,26.00-28.00,26,28
27/8/1443,3/30/2022,86.22,গোপালগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,32.00-34.00,32,34
27/8/1443,3/30/2022,86.22,চুয়াডাঙ্গা সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,খুলনা সদর,পেঁয়াজ - আমদানিকৃত,35.00-40.00,35,40
27/8/1443,3/30/2022,86.22,মেহেরপুর সদর,পেঁয়াজ - আমদানিকৃত,24.00-34.00,24,34
27/8/1443,3/30/2022,86.22,নড়াইল সদর,পেঁয়াজ - আমদানিকৃত,32.00-33.00,32,33
27/8/1443,3/30/2022,86.22,সাতক্ষিরা সদর,পেঁয়াজ - আমদানিকৃত,25.00-30.00,25,30
27/8/1443,3/30/2022,86.22,বগুড়া সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,গাইবান্ধা সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,জয়পুরহাট সদর,পেঁয়াজ - আমদানিকৃত,40.00-45.00,40,45
27/8/1443,3/30/2022,86.22,লালমনিরহাট সদর,পেঁয়াজ - আমদানিকৃত,30.00-34.00,30,34
27/8/1443,3/30/2022,86.22,নবাবগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,24.00-28.00,24,28
27/8/1443,3/30/2022,86.22,নীলফামারী সদর,পেঁয়াজ - আমদানিকৃত,24.00-25.00,24,25
27/8/1443,3/30/2022,86.22,পঞ্চগ্রাম সদর,পেঁয়াজ - আমদানিকৃত,28.00-30.00,28,30
27/8/1443,3/30/2022,86.22,রংপুর মিউনিসিপ্যালিটি মার্কেট,পেঁয়াজ - আমদানিকৃত,33.00-35.00,33,35
27/8/1443,3/30/2022,86.22,সিরাজগঞ্জ সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
27/8/1443,3/30/2022,86.22,বরগুনা সদর,পেঁয়াজ - আমদানিকৃত,30.00-32.00,30,32
